recnumb,subj,day,scc,tri,Posevent,NegEvent,pa,na,posC,negC,paC,naC,anx,anxC
805,65,5,3.5,6,2.357142925,0.333333343,5.300000191,1.299999952,0.238095343,-0.2361111,0.833333413,-0.783333361,58.11397171,14.73589558
806,65,6,3.25,5.333333492,2.214285612,0.583333313,3,1.5,0.09523803,0.013888871,-1.466666778,-0.583333313,58.11397171,14.73589558
807,66,1,4,3.666666746,1.428571463,0.833333313,3.900000095,3.700000048,-0.142857109,0.261904755,-0.707142796,-0.757142816,49,5.621923873
808,66,2,3.25,4,0.357142866,0.583333313,3.400000095,3.700000048,-1.214285706,0.011904755,-1.207142796,-0.757142816,49,5.621923873
809,66,3,3,3.333333254,1.285714269,0.583333313,4,4.099999905,-0.285714303,0.011904755,-0.607142891,-0.357142959,49,5.621923873
810,66,4,4,4,0.785714269,1.416666627,4.900000095,6,-0.785714303,0.845238068,0.292857204,1.542857136,49,5.621923873
811,66,5,2.5,6,2.142857075,0.416666657,4.5,4.199999809,0.571428503,-0.154761902,-0.107142891,-0.257143055,49,5.621923873
812,66,6,4.5,5.333333492,1,0.083333336,4.199999809,2,-0.571428571,-0.488095223,-0.407143082,-2.457142864,49,5.621923873
813,66,7,2,4.666666508,1.5,1,4.5,5.599999905,-0.071428571,0.428571441,-0.107142891,1.142857041,49,5.621923873
814,66,8,2.5,4,0.642857134,0.416666657,3.400000095,5.400000095,-0.928571437,-0.154761902,-1.207142796,0.942857231,49,5.621923873
815,66,9,3,5.333333492,2.357142925,0.416666657,4.800000191,4.099999905,0.785714354,-0.154761902,0.1928573,-0.357142959,49,5.621923873
816,66,10,3,5,1.785714269,1.166666627,5,6.400000095,0.214285697,0.595238068,0.392857109,1.942857231,49,5.621923873
817,66,11,4,5.666666508,2.142857075,0.083333336,5.800000191,4.300000191,0.571428503,-0.488095223,1.1928573,-0.157142673,49,5.621923873
818,66,12,3,5.666666508,2.285714388,0.833333313,5.099999905,5.5,0.714285816,0.261904755,0.492857013,1.042857136,49,5.621923873
819,66,13,4,4.333333492,1.285714269,0,4.900000095,4.5,-0.285714303,-0.571428559,0.292857204,0.042857136,49,5.621923873
820,66,14,3.75,6,3,0.166666672,6.099999905,2.900000095,1.428571429,-0.404761887,1.492857013,-1.557142769,49,5.621923873
821,69,1,3.75,4,1.285714269,0.25,2.5,2.5,0.435064919,-0.151515151,-1.308333317,0.383333345,41,-2.378076127
822,69,2,4.25,4.666666508,0.642857134,0.5,3.700000048,2.700000048,-0.207792216,0.098484849,-0.10833327,0.583333393,41,-2.378076127
823,69,3,3.5,5.666666508,0.428571433,0.583333313,3.400000095,2.299999952,-0.422077917,0.181818163,-0.408333222,0.183333298,41,-2.378076127
824,69,4,3.25,3.666666746,1.5,0.833333313,3.599999905,2.400000095,0.64935065,0.431818163,-0.208333413,0.283333441,41,-2.378076127
825,69,5,4,4.666666508,0.714285731,0.5,3.799999952,1.899999976,-0.136363619,0.098484849,-0.008333365,-0.216666679,41,-2.378076127
826,69,6,3,5.333333492,1.214285731,0.25,4,2,0.363636381,-0.151515151,0.191666683,-0.116666655,41,-2.378076127
827,69,7,3,4.666666508,0.214285716,0.333333343,3.200000048,2.599999905,-0.636363634,-0.068181807,-0.60833327,0.48333325,41,-2.378076127
828,69,8,3,6,0.857142866,0,4,1.399999976,0.006493516,-0.401515151,0.191666683,-0.716666679,41,-2.378076127
829,69,9,3.75,4.333333492,0.428571433,0.5,4.099999905,1.899999976,-0.422077917,0.098484849,0.291666587,-0.216666679,41,-2.378076127
830,69,10,4,5,0.785714269,0.666666687,5,1.799999952,-0.064935081,0.265151536,1.191666683,-0.316666702,41,-2.378076127
831,69,11,4,5.333333492,1.285714269,0,4.599999905,1.600000024,0.435064919,-0.401515151,0.791666587,-0.516666631,41,-2.378076127
832,70,1,7,7,2.571428537,0.583333313,6.599999905,1.5,1.547618996,0.038888871,3.493333244,-0.020000005,39,-4.378076127
833,70,2,7,5,0.285714298,1,1.600000024,1.799999952,-0.738095243,0.455555557,-1.506666636,0.279999948,39,-4.378076127
834,70,3,7,4.666666508,0.857142866,0.333333343,1.700000048,1.600000024,-0.166666676,-0.2111111,-1.406666613,0.080000019,39,-4.378076127
835,70,4,7,5.666666508,1.714285731,0.333333343,3.700000048,1.299999952,0.69047619,-0.2111111,0.593333387,-0.220000052,39,-4.378076127
836,70,5,7,4,0.857142866,1,2.799999952,1.399999976,-0.166666676,0.455555557,-0.306666708,-0.120000029,39,-4.378076127
837,70,6,7,6,1.142857194,0,3.700000048,1,0.119047653,-0.544444443,0.593333387,-0.520000005,39,-4.378076127
838,70,7,7,4,0,2.333333254,1.299999952,2.900000095,-1.023809541,1.788888811,-1.806666708,1.380000091,39,-4.378076127
839,70,8,7,6.666666508,0.857142866,0.333333343,4.5,1.5,-0.166666676,-0.2111111,1.39333334,-0.020000005,39,-4.378076127
840,70,9,7,6.666666508,1.428571463,0,5.300000191,1.100000024,0.404761921,-0.544444443,2.19333353,-0.419999981,39,-4.378076127
841,70,10,7,6.666666508,2.285714388,0,6.599999905,1.5,1.261904847,-0.544444443,3.493333244,-0.020000005,39,-4.378076127
842,70,11,7,5.333333492,0.857142866,0.333333343,2.599999905,1.100000024,-0.166666676,-0.2111111,-0.506666756,-0.419999981,39,-4.378076127
843,70,12,7,3.666666746,0.285714298,0.166666672,1.200000048,1.200000048,-0.738095243,-0.377777771,-1.906666613,-0.319999957,39,-4.378076127
844,70,13,7,5.666666508,1.428571463,0.333333343,2.299999952,1,0.404761921,-0.2111111,-0.806666708,-0.520000005,39,-4.378076127
845,70,14,7,2.333333254,0.142857149,0.75,1.299999952,1.899999976,-0.880952392,0.205555557,-1.806666708,0.379999971,39,-4.378076127
846,70,15,7,3.333333254,0.642857134,0.666666687,1.399999976,2,-0.380952407,0.122222244,-1.706666684,0.479999995,39,-4.378076127
847,71,1,4.25,5.666666508,0.857142866,1.416666627,4,2.5,-0.303571418,0.027777746,0.066666663,0.083333333,38,-5.378076127
848,71,2,3.5,5.333333492,1.214285731,1.166666627,4.699999809,2.799999952,0.053571448,-0.222222254,0.766666472,0.383333286,38,-5.378076127
849,71,3,4.25,4,0.785714269,1.25,3.200000048,2.900000095,-0.375000015,-0.138888881,-0.73333329,0.483333429,38,-5.378076127
850,71,4,3.25,5.333333492,0.571428597,1.25,3.799999952,2.200000048,-0.589285687,-0.138888881,-0.133333385,-0.216666619,38,-5.378076127
851,71,5,4.25,4.333333492,1.357142806,1.833333373,4.400000095,2.599999905,0.196428522,0.444444492,0.466666758,0.183333238,38,-5.378076127
852,71,6,3.75,5,1.357142806,1.75,3.900000095,2.5,0.196428522,0.361111119,-0.033333242,0.083333333,38,-5.378076127
853,71,7,3.5,6,1.142857194,1,4.599999905,1.799999952,-0.01785709,-0.388888881,0.666666567,-0.616666714,38,-5.378076127
854,71,8,3,4.666666508,0.928571403,1.666666627,3.400000095,2.700000048,-0.232142881,0.277777746,-0.533333242,0.283333381,38,-5.378076127
855,71,9,4.25,5.666666508,1.428571463,1.416666627,4.300000191,2.200000048,0.267857179,0.027777746,0.366666853,-0.216666619,38,-5.378076127
856,71,10,3.5,6,1.571428537,0.916666687,4.099999905,2.200000048,0.410714254,-0.472222194,0.166666567,-0.216666619,38,-5.378076127
857,71,11,3.5,4,1.071428537,1.583333373,3,2.5,-0.089285746,0.194444492,-0.933333337,0.083333333,38,-5.378076127
858,71,12,4.5,6,1.642857194,1.416666627,3.799999952,2.099999905,0.48214291,0.027777746,-0.133333385,-0.316666762,38,-5.378076127
859,72,1,5.75,6.333333492,1.428571463,0,5.300000191,1.899999976,0.272727286,-0.303030309,0.109091152,-0.245454561,53.18793488,9.809858748
860,72,2,2.75,5.666666508,1.214285731,0,5.099999905,3,0.058441555,-0.303030309,-0.090909134,0.854545463,53.18793488,9.809858748
861,72,3,3.25,7,1.142857194,0,5.599999905,1.600000024,-0.012986982,-0.303030309,0.409090866,-0.545454513,53.18793488,9.809858748
862,72,4,3.25,7,1.142857194,0.333333343,5.5,2.5,-0.012986982,0.030303034,0.309090961,0.354545463,53.18793488,9.809858748
863,72,5,4.5,6.666666508,1.142857194,0,5.199999809,1.100000024,-0.012986982,-0.303030309,0.00909077,-1.045454513,53.18793488,9.809858748
864,72,6,3.25,6.333333492,0.857142866,0.666666687,5.699999809,1.100000024,-0.298701311,0.363636377,0.50909077,-1.045454513,53.18793488,9.809858748
865,72,7,2,5.333333492,1.357142806,0.333333343,5,1.700000048,0.20129863,0.030303034,-0.190909039,-0.445454489,53.18793488,9.809858748
866,72,8,3.5,4.666666508,1.714285731,0,5.199999809,2.299999952,0.558441555,-0.303030309,0.00909077,0.154545416,53.18793488,9.809858748
867,72,9,3,4.333333492,0.285714298,0.666666687,4.599999905,3.099999905,-0.870129878,0.363636377,-0.590909134,0.954545368,53.18793488,9.809858748
868,72,10,3,5,1.428571463,0.333333343,5.099999905,3,0.272727286,0.030303034,-0.090909134,0.854545463,53.18793488,9.809858748
869,72,11,2,5,1,1,4.800000191,2.299999952,-0.155844176,0.696969691,-0.390908848,0.154545416,53.18793488,9.809858748
870,73,1,5.75,6,1.642857194,0,5.800000191,1.799999952,-0.261904693,-0.105555557,-0.11999979,-0.260000054,28,-15.37807613
871,73,2,5.25,7,1.571428537,0.25,5.699999809,1.399999976,-0.333333349,0.144444443,-0.220000172,-0.66000003,28,-15.37807613
872,73,3,5,7,1.857142806,0,6.300000191,1.700000048,-0.047619081,-0.105555557,0.38000021,-0.359999959,28,-15.37807613
873,73,4,5.25,7,1.571428537,0,6.300000191,1.899999976,-0.333333349,-0.105555557,0.38000021,-0.16000003,28,-15.37807613
874,73,5,5.25,7,1.357142806,0,6.5,2.200000048,-0.547619081,-0.105555557,0.580000019,0.140000041,28,-15.37807613
875,73,6,4.75,7,1.785714269,0.25,6.199999809,2.5,-0.119047618,0.144444443,0.279999828,0.439999994,28,-15.37807613
876,73,7,4.5,7,1.857142806,0.666666687,5.5,1.899999976,-0.047619081,0.561111129,-0.419999981,-0.16000003,28,-15.37807613
877,73,8,4.25,6,1.714285731,0,5.800000191,1.700000048,-0.190476155,-0.105555557,-0.11999979,-0.359999959,28,-15.37807613
878,73,9,4.75,6,1.714285731,0.166666672,5.599999905,1.700000048,-0.190476155,0.061111114,-0.320000076,-0.359999959,28,-15.37807613
879,73,10,4.75,6,2.571428537,0,5.5,2.200000048,0.666666651,-0.105555557,-0.419999981,0.140000041,28,-15.37807613
880,73,11,4,6.666666508,2.214285612,0,6.199999809,1.700000048,0.309523726,-0.105555557,0.279999828,-0.359999959,28,-15.37807613
881,73,12,4.5,6,2.642857075,0,4.699999809,3.099999905,0.738095188,-0.105555557,-1.220000172,1.039999898,28,-15.37807613
882,73,13,4.75,6,1.642857194,0.25,6.199999809,1.899999976,-0.261904693,0.144444443,0.279999828,-0.16000003,28,-15.37807613
883,73,14,5,6,2.142857075,0,6.199999809,2.5,0.238095188,-0.105555557,0.279999828,0.439999994,28,-15.37807613
884,73,15,4.25,6,2.285714388,0,6.300000191,2.700000048,0.380952501,-0.105555557,0.38000021,0.640000041,28,-15.37807613
885,74,1,2.75,5,1.357142806,0,3,4,0.234693834,-0.266666668,-1.271428483,1.28571432,31.9692955,-11.40878063
886,74,2,3.5,4.333333492,0.571428597,0.583333313,3.099999905,3.200000048,-0.551020375,0.316666646,-1.171428578,0.485714367,31.9692955,-11.40878063
887,74,3,5.75,5.666666508,1.714285731,0,5.599999905,2.200000048,0.591836759,-0.266666668,1.328571422,-0.514285633,31.9692955,-11.40878063
888,74,4,6,6.333333492,1.5,0.25,5.599999905,2.099999905,0.377551028,-0.016666668,1.328571422,-0.614285776,31.9692955,-11.40878063
889,74,5,6,4.666666508,0.642857134,0.333333343,4.199999809,2.599999905,-0.479591838,0.066666675,-0.071428674,-0.114285776,31.9692955,-11.40878063
890,74,6,5,4,1.071428537,0.25,3.700000048,2.799999952,-0.051020435,-0.016666668,-0.571428435,0.085714272,31.9692955,-11.40878063
891,74,7,6,6,1,0.450000018,4.699999809,2.099999905,-0.122448972,0.18333335,0.428571326,-0.614285776,31.9692955,-11.40878063
892,75,1,6.25,6,1.142857194,0.166666672,4.5,2.400000095,0.210622752,-0.153846147,0.807692363,-0.738461458,34,-9.378076127
893,75,2,6.5,4.333333492,1.214285731,0.833333313,4.199999809,2.799999952,0.282051289,0.512820495,0.507692172,-0.338461601,34,-9.378076127
894,75,3,7,5,0.357142866,0,4,2.200000048,-0.575091576,-0.320512819,0.307692363,-0.938461505,34,-9.378076127
895,75,4,7,6,0.690476239,0.333333343,4.099999905,3.700000048,-0.241758203,0.012820525,0.407692267,0.561538495,34,-9.378076127
896,75,5,6.75,3.333333254,0.142857149,0.583333313,3.099999905,3.599999905,-0.789377293,0.262820495,-0.592307733,0.461538351,34,-9.378076127
897,75,6,5.25,3,0.428571433,0.333333343,2.599999905,4.400000095,-0.503663009,0.012820525,-1.092307733,1.261538542,34,-9.378076127
898,75,7,6.75,3,1.357142806,0.25,3.200000048,3.400000095,0.424908364,-0.070512819,-0.49230759,0.261538542,34,-9.378076127
899,75,8,7,5.333333492,1.428571463,0,4.5,2.299999952,0.496337021,-0.320512819,0.807692363,-0.838461601,34,-9.378076127
900,75,9,7,2.333333254,0.642857134,0.166666672,2.799999952,3.299999952,-0.289377308,-0.153846147,-0.892307685,0.161538399,34,-9.378076127
901,75,10,7,5.333333492,1.928571463,0,4.199999809,2.099999905,0.996337021,-0.320512819,0.507692172,-1.038461649,34,-9.378076127
902,75,11,6.75,5.333333492,0.714285731,0.166666672,3.799999952,2.5,-0.217948711,-0.153846147,0.107692315,-0.638461553,34,-9.378076127
903,75,12,7,4.666666508,1.285714269,0.75,4.5,2.799999952,0.353479827,0.429487181,0.807692363,-0.338461601,34,-9.378076127
904,75,13,6,2.666666746,0.785714269,0.583333313,2.5,5.300000191,-0.146520173,0.262820495,-1.192307637,2.161538638,34,-9.378076127
905,76,1,3.75,5.333333492,1.797619104,1.449999928,3.700000048,3.400000095,0.411375728,0.324074017,0.777777884,0.222222275,53,9.621923873
906,76,2,3.5,5.333333492,2.071428537,1.583333373,3.599999905,2,0.685185161,0.457407461,0.677777741,-1.17777782,53,9.621923873
907,76,3,3.25,2.333333254,1.535714269,1.166666627,2.099999905,3.900000095,0.149470892,0.040740715,-0.822222259,0.722222275,53,9.621923873
908,76,4,4.75,4.666666508,1.357142806,1.166666627,2.099999905,3.200000048,-0.02910057,0.040740715,-0.822222259,0.022222228,53,9.621923873
909,76,5,4,6,1.357142806,1.100000024,4.699999809,3.200000048,-0.02910057,-0.025925888,1.777777645,0.022222228,53,9.621923873
910,76,6,3.75,5,0.571428597,1.416666627,2.5,2.299999952,-0.814814779,0.290740715,-0.422222164,-0.877777868,53,9.621923873
911,76,7,3.75,5.666666508,1.428571463,0.5,3,2.700000048,0.042328086,-0.625925912,0.077777836,-0.477777772,53,9.621923873
912,76,8,1,1.666666627,0.5,1.75,1.299999952,4.400000095,-0.886243376,0.624074088,-1.622222212,1.222222275,53,9.621923873
913,76,9,4,6,1.857142806,0,3.299999952,3.5,0.47089943,-1.125925912,0.377777788,0.32222218,53,9.621923873
914,77,1,7,6.666666508,1.142857194,0,5.099999905,1.299999952,0.53571432,-0.041666667,0.806666597,-0.45333337,30,-13.37807613
915,77,2,6.75,6.333333492,0.5,0.333333343,3.900000095,2,-0.107142874,0.291666676,-0.393333213,0.246666678,30,-13.37807613
916,77,3,6,6,0,0,5,2.200000048,-0.607142874,-0.041666667,0.706666692,0.446666725,30,-13.37807613
917,77,4,4,4,0,0,4,4,-0.607142874,-0.041666667,-0.293333308,2.246666678,30,-13.37807613
918,77,5,5.75,6,0.571428597,0,4.5,1.399999976,-0.035714277,-0.041666667,0.206666692,-0.353333346,30,-13.37807613
919,77,6,6,7,0,0,4.800000191,2.099999905,-0.607142874,-0.041666667,0.506666883,0.346666582,30,-13.37807613
920,77,7,4,4,0,0,3,1,-0.607142874,-0.041666667,-1.293333308,-0.753333322,30,-13.37807613
921,77,8,7,6,1.142857194,0.25,4.699999809,2.5,0.53571432,0.208333333,0.406666501,0.746666678,30,-13.37807613
922,77,9,7,7,1.142857194,0,4.199999809,1,0.53571432,-0.041666667,-0.093333499,-0.753333322,30,-13.37807613
923,77,10,7,7,1.714285731,0,5.099999905,1.799999952,1.107142857,-0.041666667,0.806666597,0.04666663,30,-13.37807613
924,77,11,7,7,0.571428597,0,3.099999905,1.600000024,-0.035714277,-0.041666667,-1.193333403,-0.153333298,30,-13.37807613
925,77,12,7,7,0.857142866,0,4,1,0.249999991,-0.041666667,-0.293333308,-0.753333322,30,-13.37807613
926,77,13,7,7,0,0,3.900000095,1.299999952,-0.607142874,-0.041666667,-0.393333213,-0.45333337,30,-13.37807613
927,77,14,7,6.333333492,0.857142866,0,4.099999905,1.100000024,0.249999991,-0.041666667,-0.193333403,-0.653333298,30,-13.37807613
928,78,1,5.25,5.666666508,2.071428537,0.5,3.299999952,2.400000095,1.362637333,0.121794871,-0.076923132,-0.330769135,47,3.621923873
929,78,2,5,3.666666746,0.928571403,0.333333343,3.299999952,3,0.219780199,-0.044871785,-0.076923132,0.269230769,47,3.621923873
930,78,3,5,3,0.928571403,0.666666687,3.599999905,2.200000048,0.219780199,0.288461558,0.22307682,-0.530769183,47,3.621923873
931,78,4,6,4.333333492,0.142857149,0.083333336,3.599999905,3.5,-0.565934055,-0.294871793,0.22307682,0.769230769,47,3.621923873
932,78,5,5.75,4.333333492,1.142857194,0.25,3.799999952,2.900000095,0.43406599,-0.128205129,0.423076868,0.169230865,47,3.621923873
933,78,6,5.25,3,0.285714298,1.25,2.900000095,3.5,-0.423076906,0.871794871,-0.476922989,0.769230769,47,3.621923873
934,78,7,4.5,4.333333492,0.928571403,0.583333313,3.400000095,2.799999952,0.219780199,0.205128185,0.023077011,0.069230722,47,3.621923873
935,78,8,5.5,4.666666508,0,0.25,2.700000048,2.599999905,-0.708791204,-0.128205129,-0.676923037,-0.130769326,47,3.621923873
936,78,9,6,6,0,0,3,2.599999905,-0.708791204,-0.378205129,-0.376923084,-0.130769326,47,3.621923873
937,78,10,5.25,4,0.5,0.583333313,2.700000048,2.700000048,-0.208791204,0.205128185,-0.676923037,-0.030769183,47,3.621923873
938,78,11,7,5.333333492,0.928571403,0.083333336,4.400000095,2.200000048,0.219780199,-0.294871793,1.023077011,-0.530769183,47,3.621923873
939,78,12,6,5.666666508,1,0.333333343,3.400000095,2.099999905,0.291208796,-0.044871785,0.023077011,-0.630769326,47,3.621923873
940,78,13,6,3.666666746,0.357142866,0,3.799999952,3,-0.351648339,-0.378205129,0.423076868,0.269230769,47,3.621923873
941,79,1,6.25,3,0.928571403,1,2.900000095,4.400000095,-0.303571463,0.013888908,-1.130769143,1.623077035,28,-15.37807613
942,79,2,7,5,1.285714269,0.416666657,4.5,1.799999952,0.053571403,-0.569444435,0.469230762,-0.976923108,28,-15.37807613
943,79,3,7,6.666666508,1.928571463,0.25,5.300000191,1.299999952,0.696428597,-0.736111092,1.269230953,-1.476923108,28,-15.37807613
944,79,4,6.75,2.333333254,0.5,0.833333313,3.299999952,3.299999952,-0.732142866,-0.152777779,-0.730769286,0.523076892,28,-15.37807613
945,79,5,6.5,6.333333492,1.142857194,1.083333373,3.5,2.099999905,-0.089285672,0.097222281,-0.530769238,-0.676923156,28,-15.37807613
946,79,6,7,5,1.142857194,0.583333313,3.400000095,2,-0.089285672,-0.402777779,-0.630769143,-0.77692306,28,-15.37807613
947,79,7,7,6,1.5,0,4.400000095,2.099999905,0.267857134,-0.986111092,0.369230857,-0.676923156,28,-15.37807613
948,79,8,6.5,2.666666746,0.857142866,2.083333254,4,3.799999952,-0.375,1.097222162,-0.030769238,1.023076892,28,-15.37807613
949,79,9,7,4.666666508,1.071428537,1.5,3.799999952,3.5,-0.160714328,0.513888908,-0.230769286,0.72307694,28,-15.37807613
950,79,10,6.5,6,1.714285731,0.583333313,3.599999905,1.899999976,0.482142866,-0.402777779,-0.430769333,-0.876923084,28,-15.37807613
951,79,11,7,4.666666508,1.428571463,1.166666627,4.900000095,4.5,0.196428597,0.180555535,0.869230857,1.72307694,28,-15.37807613
952,79,12,4.75,4.666666508,1.285714269,2.333333254,3.599999905,3.400000095,0.053571403,1.347222162,-0.430769333,0.623077035,28,-15.37807613
953,80,1,5.25,6.666666508,1.702381015,0.166666672,4.5,1.700000048,-0.177777735,0.133333337,-0.319999949,0.580000043,38,-5.378076127
954,80,2,7,7,1.142857194,0,4.199999809,1,-0.737301556,-0.033333334,-0.62000014,-0.120000005,38,-5.378076127
955,80,3,7,7,2,0,4,1.100000024,0.11984125,-0.033333334,-0.819999949,-0.019999981,38,-5.378076127
956,80,4,7,7,2.071428537,0,5.199999809,1,0.191269787,-0.033333334,0.37999986,-0.120000005,38,-5.378076127
957,80,5,7,7,1.428571463,0,7,1,-0.451587288,-0.033333334,2.180000051,-0.120000005,38,-5.378076127
958,80,6,7,7,1,0,4.5,1,-0.88015875,-0.033333334,-0.319999949,-0.120000005,38,-5.378076127
959,80,7,7,7,2.285714388,0,4.699999809,1,0.405555638,-0.033333334,-0.12000014,-0.120000005,38,-5.378076127
960,80,8,7,7,0.857142866,0,4.300000191,1.200000048,-1.023015885,-0.033333334,-0.519999758,0.080000043,38,-5.378076127
961,80,9,7,7,2.857142925,0,5.400000095,1,0.976984175,-0.033333334,0.580000146,-0.120000005,38,-5.378076127
962,80,10,7,7,2.857142925,0.333333343,3.900000095,1,0.976984175,0.300000009,-0.919999854,-0.120000005,38,-5.378076127
963,80,11,7,7,2.571428537,0,4.699999809,1.399999976,0.691269787,-0.033333334,-0.12000014,0.279999971,38,-5.378076127
964,80,12,7,7,1.714285731,0,4.199999809,1,-0.165873019,-0.033333334,-0.62000014,-0.120000005,38,-5.378076127
965,80,13,7,7,3.142857075,0,5.800000191,1,1.262698325,-0.033333334,0.980000242,-0.120000005,38,-5.378076127
966,80,14,7,7,2,0,5.699999809,1,0.11984125,-0.033333334,0.87999986,-0.120000005,38,-5.378076127
967,80,15,7,7,0.571428597,0,4.199999809,1.399999976,-1.308730153,-0.033333334,-0.62000014,0.279999971,38,-5.378076127
968,81,1,6.75,2.333333254,0.571428597,1.833333373,4.5,2.599999905,-1.362433844,0.518518554,-0.122222159,-1.055555609,39.94837189,-3.42970424
969,81,2,6,5.666666508,1.642857194,0.833333313,4.699999809,3,-0.291005247,-0.481481506,0.077777651,-0.655555513,39.94837189,-3.42970424
970,81,3,7,5,1.392857194,0.666666687,5.599999905,3.200000048,-0.541005247,-0.648148133,0.977777746,-0.455555465,39.94837189,-3.42970424
971,81,4,7,5,2.642857075,1.416666627,5.599999905,3.599999905,0.708994634,0.101851808,0.977777746,-0.055555609,39.94837189,-3.42970424
972,81,5,5.75,4.333333492,2.369047642,1.75,3.5,4.699999809,0.435185201,0.435185181,-1.122222159,1.044444296,39.94837189,-3.42970424
973,81,6,6,5.666666508,1.857142806,0.5,4.099999905,3.400000095,-0.076719635,-0.814814819,-0.522222254,-0.255555418,39.94837189,-3.42970424
974,81,7,5.75,6,2.857142925,1.833333373,5,3.799999952,0.923280484,0.518518554,0.377777841,0.144444439,39.94837189,-3.42970424
975,81,8,7,5.333333492,1.428571463,0.75,4.199999809,4,-0.505290978,-0.564814819,-0.422222349,0.344444487,39.94837189,-3.42970424
976,81,9,4,5.333333492,2.642857075,2.25,4.400000095,4.599999905,0.708994634,0.935185181,-0.222222063,0.944444391,39.94837189,-3.42970424
977,82,1,6.25,6.666666508,2.5,0,5.900000095,1.5,0.373015871,-0.194444447,0.733333429,0.066666653,29,-14.37807613
978,82,2,6.25,6,1.857142806,0.333333343,4.400000095,1.600000024,-0.269841323,0.138888896,-0.766666571,0.166666677,29,-14.37807613
979,82,3,6.25,6.333333492,2.071428537,0.083333336,5.699999809,1.600000024,-0.055555592,-0.111111111,0.533333143,0.166666677,29,-14.37807613
980,82,4,6.25,5.666666508,1.285714269,0.583333313,4.599999905,1.299999952,-0.841269861,0.388888866,-0.566666762,-0.133333395,29,-14.37807613
981,82,5,6,5.666666508,1.238095284,0.666666687,5.599999905,1.200000048,-0.888888846,0.472222239,0.433333238,-0.2333333,29,-14.37807613
982,82,6,6.5,6,2,0,4.5,1.200000048,-0.126984129,-0.194444447,-0.666666667,-0.2333333,29,-14.37807613
983,82,7,6.25,6,1.714285731,0.333333343,5.5,1.399999976,-0.412698398,0.138888896,0.333333333,-0.033333371,29,-14.37807613
984,82,8,7,6,2.809523821,0,5.400000095,1.5,0.682539692,-0.194444447,0.233333429,0.066666653,29,-14.37807613
985,82,9,7,6.666666508,3.428571463,0,4.800000191,1.100000024,1.301587333,-0.194444447,-0.366666476,-0.333333323,29,-14.37807613
986,82,10,7,6.333333492,2.571428537,0,5.900000095,1.700000048,0.444444408,-0.194444447,0.733333429,0.2666667,29,-14.37807613
987,82,11,6.75,6,2,0,5.599999905,1.5,-0.126984129,-0.194444447,0.433333238,0.066666653,29,-14.37807613
988,82,12,7,6,2.047619104,0.333333343,4.099999905,1.600000024,-0.079365025,0.138888896,-1.066666762,0.166666677,29,-14.37807613
989,83,1,4.25,5.333333492,0.285714298,0.833333313,4.5,2.799999952,-0.252747247,0.455128184,1.03076922,1.384615348,33,-10.37807613
990,83,2,3.75,5.666666508,0.785714269,0.75,3.900000095,1.899999976,0.247252723,0.37179487,0.430769315,0.484615372,33,-10.37807613
991,83,3,7,6,0.571428597,0.666666687,2.200000048,1.700000048,0.032967052,0.288461557,-1.269230733,0.284615443,33,-10.37807613
992,83,4,6.75,6.666666508,0.285714298,0.166666672,2.099999905,1.299999952,-0.252747247,-0.211538458,-1.369230876,-0.115384652,33,-10.37807613
993,83,5,7,6.666666508,0.642857134,0.333333343,4.599999905,1,0.104395589,-0.044871786,1.130769124,-0.415384604,33,-10.37807613
994,83,6,7,6,0.428571433,0,3,1,-0.109890113,-0.37820513,-0.46923078,-0.415384604,33,-10.37807613
995,83,7,7,6.333333492,0.357142866,0.333333343,3.400000095,1.299999952,-0.18131868,-0.044871786,-0.069230685,-0.115384652,33,-10.37807613
996,83,8,6.75,6,0.285714298,0.416666657,2.799999952,1.200000048,-0.252747247,0.038461527,-0.669230828,-0.215384557,33,-10.37807613
997,83,9,7,6.666666508,0.714285731,0,3.400000095,1,0.175824186,-0.37820513,-0.069230685,-0.415384604,33,-10.37807613
998,83,10,7,6,0.785714269,0.083333336,3.5,1.299999952,0.247252723,-0.294871794,0.03076922,-0.115384652,33,-10.37807613
999,83,11,7,6,0.571428597,0.25,4,1,0.032967052,-0.12820513,0.53076922,-0.415384604,33,-10.37807613
1000,83,12,7,6.333333492,0.857142866,0.083333336,4.400000095,1.5,0.31868132,-0.294871794,0.930769315,0.084615396,33,-10.37807613
1001,83,13,7,6,0.428571433,1,3.299999952,1.399999976,-0.109890113,0.62179487,-0.169230828,-0.015384628,33,-10.37807613
1002,84,1,6,4.333333492,1.214285731,1,4.099999905,4,-0.499999976,-1.39E-08,0.219999925,1.393333308,40,-3.378076127
1003,84,2,5.5,6.333333492,1.214285731,1.083333373,4.900000095,1.5,-0.499999976,0.083333359,1.020000116,-1.106666692,40,-3.378076127
1004,84,3,6.5,6,1.642857194,1.583333373,4.400000095,2.400000095,-0.071428514,0.583333359,0.520000116,-0.206666597,40,-3.378076127
1005,84,4,6.75,5.666666508,1.285714269,0.333333343,2.599999905,2.200000048,-0.428571439,-0.666666671,-1.280000075,-0.406666644,40,-3.378076127
1006,84,5,6.5,3.666666746,1.214285731,1.5,1.600000024,3.200000048,-0.499999976,0.499999986,-2.279999955,0.593333356,40,-3.378076127
1007,84,6,6.5,4.666666508,1.642857194,0.416666657,3,3.200000048,-0.071428514,-0.583333357,-0.879999979,0.593333356,40,-3.378076127
